-0.018858,0.037370
0.075372,-0.069206
0.144202,-0.113787
-0.059267,-0.075121
-0.135205,0.181202
-0.181466,-0.022194
-0.187344,0.088083
-0.095649,-0.160619
-0.105449,0.001916
-0.132188,-0.161568
-0.126689,-0.126705
-0.100697,-0.070905
0.098572,-0.079955
-0.154172,0.043419
-0.035434,0.219138
-0.167152,-0.064874
-0.041424,0.231817
0.082235,-0.002310
0.166467,-0.095756
-0.033374,-0.001004
0.030957,0.215718
0.247442,-0.102663
-0.042991,-0.080740
0.233630,0.094147
-0.018626,0.151800
-0.620273,0.589986
-0.860947,0.653932
-0.758458,0.774936
-0.926768,0.555192
-0.848914,0.513410
-0.688320,0.746135
-0.846531,0.910715
-0.578840,0.692925
-0.928643,0.575669
-0.731934,1.068755
-0.551248,0.872639
-0.662805,0.731527
-0.633875,0.626019
-1.077393,0.534057
-0.836692,0.552088
-0.888003,0.643035
-0.957926,0.951050
-0.803033,0.983616
-0.974014,0.970199
-0.561192,0.877072
-0.616391,0.850488
-1.076793,0.637078
-0.938798,1.044368
-0.769998,0.832560
-1.079963,0.598069
-0.798685,1.068790
-0.629292,0.638509
-0.899684,0.836833
-0.835472,0.722923
-0.729111,1.027836
-0.824989,1.082887
-1.029129,0.917085
-0.666063,0.867838
-0.799299,1.059923
-0.861963,0.739509
-0.763004,0.621646
-0.510004,0.860203
-0.841276,0.651199
-0.795429,1.088726
-0.616241,0.824608
-1.013205,0.685073
-0.806602,1.057503
-0.776417,0.993714
-0.805664,1.088110
-0.983363,0.565225
-0.584054,0.891649
-1.051888,1.086817
-0.891266,0.982049
-0.745345,1.009435
-0.658028,1.092691
-0.951056,0.678968
-0.985663,0.638940
-0.560829,0.873061
-0.809861,0.743742
-0.738213,0.673898
-0.531650,0.948582
-0.741028,0.761748
-0.693915,0.582554
-0.944537,0.600420
-1.029335,0.772100
-0.934355,1.086611
-1.036251,0.713757
-0.526572,0.772483
-1.004194,0.828083
-0.918082,1.037778
-0.779226,0.830862
-0.983255,0.935111
-0.630197,0.555916
-0.891828,0.659942
-0.800342,1.069959
-0.766160,0.768009
-0.681460,0.592812
-0.570243,0.724625
-0.924634,0.585219
-0.774955,0.746031
-0.742681,0.990691
-0.867358,0.921068
-0.995552,0.706070
-1.006448,0.700253
-0.565847,0.775470
-0.961969,0.754928
-1.093668,0.754776
-1.009961,0.976135
-0.789307,0.798211
-1.063923,0.510351
-0.831830,0.869917
-0.821640,0.586710
-0.637271,0.708116
-0.788665,0.538095
-0.806664,0.536381
-0.815874,0.550655
-0.572929,1.016768
-0.628277,0.531519
-0.977162,1.065275
-0.868228,0.556991
-0.859255,0.869803
-0.788081,0.747077
-1.075421,0.901958
-0.976788,0.835271
-0.999831,0.659289
-0.754378,-0.731661
-0.570794,-1.076018
-0.644951,-0.708065
-0.867902,-0.933616
-0.669970,-0.574566
-0.897235,-0.985844
-0.523911,-0.970164
-1.069076,-0.652188
-0.938645,-0.946238
-0.686913,-0.706873
-0.889247,-1.046168
-0.937071,-0.577328
-0.799090,-0.912492
-0.775370,-0.675878
-0.577221,-0.675201
-0.516589,-0.831599
-0.906862,-0.587383
-0.807617,-1.051813
-0.795447,-0.575519
-0.885429,-0.965417
-0.650085,-0.682664
-0.851261,-0.673996
-0.552828,-0.820338
