-0.7254,0.5552,3
-0.4447,0.7867,3
1.7880,-1.8751,1
1.4188,-0.6636,3
-1.6329,-1.1873,3
-1.8006,-1.1840,1
-1.3106,-1.7056,1
1.0834,1.8751,1
-0.4297,0.2004,1
0.2568,-1.3549,1
1.9666,-0.0803,1
0.8975,1.4750,2
0.2612,1.2631,1
-0.8296,0.6819,3
-0.1574,1.0490,1
0.1248,1.2484,1
-1.1575,1.9379,1
-1.4371,1.0212,3
-1.2651,-1.4084,2
1.8399,0.8484,1
0.4128,0.8149,2
1.5409,-0.2876,1
1.4557,1.9736,1
1.4954,-0.8560,3
-1.1285,0.9866,3
1.0602,-0.8886,3
0.0650,-0.0461,1
-0.6359,0.5167,3
-1.4616,1.2516,3
-0.0870,1.0915,1
1.9327,-0.4957,1
1.8721,-0.9548,1
1.2866,-1.4991,3
-0.0360,1.9963,1
1.3234,-1.1322,3
1.7318,1.9281,1
1.3887,-0.0070,1
0.9834,1.3572,3
-0.4006,1.8955,1
-1.1931,-0.1914,1
0.8629,-0.2587,1
1.7337,-0.3866,1
0.3170,-1.1000,3
-1.1262,0.8640,3
-1.4253,0.1874,1
1.2622,-0.0808,1
1.0611,-0.6921,3
-1.1861,-1.7087,1
-0.9166,-0.1093,1
-1.3954,0.6977,3
1.2173,-0.4395,3
1.3343,-0.7058,3
-1.5034,1.6112,1
0.1598,-1.5150,1
1.8193,-0.9403,1
0.3466,-1.6782,1
-1.1979,1.3829,3
-0.7495,-1.8032,1
-0.9438,-0.7198,3
-1.2427,-0.1152,1
0.2671,-0.8980,1
-0.4819,-1.5636,1
0.3825,-1.0671,3
-1.8531,1.0927,1
-1.2247,0.9119,3
1.5911,-0.7414,3
-1.6738,0.0606,1
0.3691,1.3112,1
-1.2966,-1.6327,3
-1.0716,-0.8754,2
1.8511,1.3917,1
-1.6656,-1.0902,2
0.1119,1.2923,1
1.5005,1.4392,2
-0.6259,-1.7855,1
-1.6926,1.8056,1
1.5625,-1.8682,1
0.2005,0.5009,1
-0.9647,1.2043,3
-0.8498,-1.8673,1
1.1499,1.9839,1
0.2516,-1.6818,1
-0.2103,0.4301,1
0.2607,-0.0694,1
-0.1757,1.3047,1
-1.7001,1.6121,1
-1.9659,1.1747,1
-0.1711,-0.6248,1
0.9349,0.4105,2
-1.5918,1.5607,1
1.0062,0.7107,2
-1.0042,-1.0377,2
1.8953,0.7520,1
0.0870,-0.9874,1
1.7179,0.8370,1
-0.4367,1.1369,3
1.2144,1.1710,2
-1.0027,-1.0001,2
-0.7190,1.9348,1
-1.2309,-1.6570,2
-1.6101,1.3492,1
1.9945,-1.6549,1
1.9173,-1.7596,1
0.2703,0.3274,1
0.5538,0.0453,1
0.1421,1.6086,1
-0.6575,0.8230,3
1.7176,1.8202,1
1.4679,-0.8987,3
-0.3713,-0.1297,1
1.3503,0.2602,1
1.7825,0.2547,1
-0.8230,0.1720,1
-0.6765,-1.5577,2
0.4826,0.9961,2
0.4787,-0.8619,3
-0.3883,0.4806,1
1.9157,0.1982,1
1.2196,-0.3340,1
0.4584,1.2947,2
0.0402,0.6450,1
-1.0288,0.4275,3
-1.7527,1.6045,1
1.7638,-1.0721,1
-0.3924,1.4106,1
-0.5033,-0.1107,1
-1.0056,1.5010,3
1.3150,1.4167,2
-0.5440,0.6363,3
-1.3019,-0.9053,2
-0.1894,1.1349,1
-0.8167,-1.8939,1
0.8106,-1.6466,3
0.6099,-1.8828,1
0.8515,-0.2752,1
0.0891,1.2215,1
0.4650,-1.7842,1
-0.6786,1.5309,3
0.3760,-1.0132,3
-0.9034,-0.3150,2
1.1119,1.4955,2
1.7722,-1.3212,1
0.8599,1.4894,2
-0.4479,0.0993,1
-0.8277,-1.0493,2
-1.7970,1.0399,1
-0.8771,-0.4951,2
-0.4561,0.8262,3
-0.6184,-0.7978,2
1.8556,0.2988,1
1.4242,-0.5893,3
0.1278,-0.8171,1
-1.0625,-1.9572,1
-1.8995,-0.4051,1
1.3807,0.7672,2
-1.6143,0.9702,2
-1.3879,-1.9069,1
-0.9457,-0.3630,2
-0.9725,1.0186,3
-0.0125,0.8741,1
-1.3676,0.2984,1
0.7729,-1.5738,3
-0.4078,-0.6363,2
1.9009,-0.5358,1
-1.6912,-1.1551,1
-0.3325,-0.7694,1
0.0661,-0.1573,1
1.9695,0.8970,1
-1.3008,1.9245,1
0.6311,-0.0880,1
0.8618,0.5444,3
-1.4968,-0.6826,2
1.3274,0.9096,2
0.1945,0.8105,1
0.6565,1.1193,3
-0.1143,-1.2132,1
-1.9149,0.8529,1
0.3776,0.8224,2
0.3071,1.5216,1
-0.7448,0.1527,1
1.0774,-0.9856,3
1.1981,-0.4824,3
1.7449,-1.1550,1
-0.3445,1.0396,3
-0.9698,-0.3039,2
-0.7502,1.5818,3
0.7001,1.6669,1
-0.0070,0.0445,1
-1.8171,-1.6484,1
0.2973,-0.3932,1
0.3237,-1.3157,1
-1.1054,1.8824,1
-1.2172,1.6273,2
1.5806,-0.7173,3
-0.8111,0.3129,1
-0.0836,1.5628,1
1.4308,0.2628,1
1.7981,-1.7442,1
0.9879,-1.5613,3
-0.3008,0.7360,1
0.5631,-0.9403,3
-1.5585,-0.0457,1
1.8375,0.7372,1
-1.9214,0.3178,1
1.3592,1.5067,3
-1.6641,-0.5769,1
-1.1056,-1.1461,2
-0.8801,-1.3479,2
1.3899,1.6399,1
0.0115,-0.6609,1
0.2399,1.9023,1
1.1526,-1.6562,2
1.9476,-1.8186,1
-1.6300,-1.7401,1
0.0750,1.6191,1
0.0930,1.9550,1
-0.3263,-1.1505,2
1.5172,-0.0306,1
-0.3834,-0.6408,1
-1.8454,1.3707,1
-0.5714,-0.3894,1
1.7624,-1.2368,1
-1.9495,-1.2892,1
1.0757,-0.9192,3
-1.5812,1.1558,3
-0.7315,-0.7512,2
1.5413,0.9225,2
0.6680,0.4397,2
0.4468,-1.9437,1
-0.1344,-1.7891,1
0.6235,-0.3604,1
1.2837,-0.5980,3
-1.7123,-0.5475,1
-0.5270,-1.4718,2
0.9183,-1.0530,3
1.9827,0.2154,1
-0.9978,-0.2433,1
0.8711,-1.5753,3
0.7094,0.8716,2
1.9070,-1.2628,1
-1.5248,1.3607,3
0.6541,0.6444,2
-0.4039,0.9321,3
-0.7511,-1.5949,2
-0.0174,1.3234,1
-0.1280,1.3062,1
1.0102,-1.6916,3
1.0708,1.1795,2
-0.4288,-0.1110,1
-1.8721,-0.2040,1
0.8955,0.2712,1
1.3027,-1.0747,3
-0.8881,0.5214,3
-1.6264,1.7704,1
-1.8366,-0.2471,1
-1.0997,1.6249,3
1.8526,0.6350,1
-1.4384,-0.2941,1
-0.3047,1.2770,1
-0.2994,1.4049,1
0.4430,0.3004,1
0.5461,-0.3969,1
-0.7063,0.7150,3
0.9733,1.0886,2
-0.9419,1.2520,3
0.4663,-1.8477,1
1.1807,-1.9952,1
-1.7964,-1.4336,1
-1.5941,0.2617,1
0.4973,1.9622,1
0.3846,0.4052,1
-1.4569,-1.0486,2
1.6270,0.2450,1
-0.7678,-0.7816,2
0.6078,0.2765,1
-0.2637,-1.2572,1
-1.5103,1.9236,1
-0.1218,-1.8729,1
-1.0275,-1.4670,2
1.3438,1.0303,2
-0.8799,-0.5851,3
-0.8033,-0.0420,1
0.8765,-0.4150,3
1.2713,0.8172,2
0.7547,-0.5750,3
-0.5100,1.1613,3
-1.6224,1.6510,1
1.2700,-0.4708,3
0.7288,0.5017,3
-1.5507,-0.1545,1
0.1320,0.9656,1
0.2199,-1.8377,1
1.2592,1.0388,3
0.5435,0.3101,1
1.0462,-0.9352,2
-0.1746,0.5548,1
-0.6526,0.9324,3
-1.2071,0.2024,1
-1.6344,-1.0688,2
-1.5287,-0.6195,2
1.6073,1.5125,1
-1.8417,-0.2676,1
0.6672,-1.0084,3
0.7611,1.5351,2
-0.3277,0.5813,1
0.0084,-1.5934,1
-0.4942,-0.2460,1
-1.3457,0.5469,3
-0.6681,0.9125,3
-1.4888,1.3838,3
-0.4640,0.9911,2
-0.4737,1.1494,3
-0.3211,-0.1834,1
-1.1296,-1.4223,2
0.3720,0.2500,1
-1.0617,-1.7416,1
0.0595,-0.2357,1
0.1130,0.4186,1
-1.6311,1.7505,1
1.5560,-1.7383,1
-1.8763,-0.2023,1
-1.7962,1.3240,1
0.0163,-0.9970,1
-1.1797,-0.1267,1
1.1595,-1.7547,1
-1.9201,-0.8164,1
-0.5930,1.2431,3
-1.5119,-0.6439,2
0.1160,-0.2750,1
0.6565,-0.7190,3
